,radius(m),density(kg/m^3),radius(km),g,E
411,5241818.0,4654.7,5241.818,1.7387027813530056,42422766070.769005
412,5254610.0,4647.39,5254.61,1.7190057918694084,41978503001.55666
413,5267403.0,4640.07,5267.403,1.6993072625961383,41532970407.88409
414,5280195.0,4632.73,5280.195,1.6796102731125422,41086152485.214806
415,5292987.0,4625.37,5292.987,1.659913283628944,40638035652.90044
416,5305779.0,4617.99,5305.779,1.6402162941453458,40188636003.88644
417,5318571.0,4610.6,5318.571,1.6205193046617485,39738055880.05942
418,5331364.0,4603.19,5331.364,1.6008207753884796,39286193201.67286
419,5344156.0,4595.76,5344.156,1.5811237859048815,38833124935.068054
420,5356948.0,4588.31,5356.948,1.5614267964212831,38378837113.09983
421,5369740.0,4580.84,5369.74,1.541729806937687,37923346115.95488
422,5382532.0,4573.36,5382.532,1.522032817454089,37466750308.19453
423,5395325.0,4565.86,5395.325,1.50233428818082,37008951458.82527
424,5408117.0,4558.34,5408.117,1.4826372986972216,36550028130.301796
425,5420909.0,4550.8,5420.909,1.4629403092136244,36089965986.52003
426,5433701.0,4543.24,5433.701,1.4432433197300263,35628781694.907745
427,5446494.0,4535.66,5446.494,1.4235447904567573,35166460401.9769
428,5459286.0,4528.07,5459.286,1.40384780097316,34703158573.478775
429,5472078.0,4520.45,5472.078,1.3841508114895618,34238707424.68039
430,5484870.0,4512.82,5484.87,1.3644538220059648,33773276236.697277
431,5497662.0,4505.16,5497.662,1.3447568325223664,33306731393.946575
432,5510455.0,4497.49,5510.455,1.3250583032490975,32839206483.814674
433,5523247.0,4489.79,5523.247,1.3053613137654991,32370635926.247734
434,5536039.0,4482.08,5536.039,1.285664324281903,31901149898.50449
435,5548831.0,4474.35,5548.831,1.265967334798305,31430692580.40005
436,5561623.0,4466.59,5561.623,1.2462703453147077,30959211916.10437
437,5574416.0,4458.82,5574.416,1.2265718160414376,30486831984.51073
438,5587208.0,4451.02,5587.208,1.2068748265578404,30013497974.34414
439,5600000.0,4443.2,5600.0,1.1871778370742423,29539263967.854332
440,5600000.0,4443.2,5600.0,1.1871778370742423,29539263967.854332
441,5614429.0,4434.36,5614.429,1.1649602118976612,29003314697.72618
442,5628857.0,4425.49,5628.857,1.142744126510752,28466270843.261375
443,5643286.0,4416.6,5643.286,1.12052650133417,27928155972.667953
444,5657714.0,4407.68,5657.714,1.098310415947261,27388998306.606705
445,5672143.0,4398.73,5672.143,1.07609279077068,26848757873.007698
446,5686571.0,4389.75,5686.571,1.053876705383771,26307529042.52623
447,5701000.0,4380.74,5701.0,1.0316590802071888,25765271564.65201
448,5701000.0,3992.12,5701.0,1.0316590802071888,23479607536.324596
449,5718500.0,3988.05,5718.5,1.0047127609480455,22913141567.33999
450,5736000.0,3983.97,5736.0,0.9777664416889031,22343969491.108467
451,5753500.0,3979.9,5753.5,0.9508201224297597,21772216371.75306
452,5771000.0,3975.82,5771.0,0.9238738031706173,21197782953.526928
453,5771000.0,3975.82,5771.0,0.9238738031706173,21197782953.526928
454,5784333.0,3959.02,5784.333,0.9033437874744944,20686834733.270844
455,5797667.0,3942.21,5797.667,0.8828122319886984,20177221633.184612
456,5811000.0,3925.41,5811.0,0.8622822162925754,19669138084.59205
457,5824333.0,3908.6,5824.333,0.8417522005964535,19162478715.080425
458,5837667.0,3891.8,5837.667,0.8212206451106575,18657338468.94728
459,5851000.0,3874.99,5851.0,0.8006906294145345,18153711533.320984
460,5864333.0,3858.19,5864.333,0.7801606137184126,17651688530.635963
461,5877667.0,3841.38,5877.667,0.7596290582326156,17151172615.98329
462,5891000.0,3824.58,5891.0,0.7390990425364936,16652345464.269978
463,5904333.0,3807.77,5904.333,0.7185690268403706,16155114660.471128
464,5917667.0,3790.97,5917.667,0.6980374713545747,15659561871.81371
465,5931000.0,3774.16,5931.0,0.6775074556584528,15165694746.906933
466,5944333.0,3757.36,5944.333,0.6569774399623298,14673590491.438435
467,5957667.0,3740.55,5957.667,0.6364458844765338,14183165538.640179
468,5971000.0,3723.75,5971.0,0.6159158687804108,13694588313.451569
469,5971000.0,3543.26,5971.0,0.6159158687804108,13030812215.51404
470,5984846.0,3535.0,5984.846,0.5945959409825778,12579527766.385563
471,5998692.0,3526.73,5998.692,0.5732760131847437,12128093782.928303
472,6012538.0,3518.46,6012.538,0.5519560853869107,11676561689.09047
473,6026385.0,3510.19,6026.385,0.5306346177994036,11224915422.781803
474,6040231.0,3501.92,6040.231,0.5093146900015695,10773230974.048307
475,6054077.0,3493.65,6054.077,0.4879947622037354,10321492358.474403
476,6067923.0,3485.39,6067.923,0.4666748344059024,9869742541.141365
477,6081769.0,3477.12,6081.769,0.4453549066080672,9417938302.708578
478,6095615.0,3468.85,6095.615,0.42403497881023416,8966123834.366434
479,6109462.0,3460.58,6109.462,0.4027135112227271,8514282622.68666
480,6123308.0,3452.31,6123.308,0.38139358342489404,8062491564.622442
481,6137154.0,3444.04,6137.154,0.36007365562705995,7610734220.188985
482,6151000.0,3435.78,6151.0,0.33875372782922586,7159046073.739752
483,6151000.0,3359.49,6151.0,0.33875372782922586,7000082570.556891
484,6165000.0,3361.01,6165.0,0.31719667242191174,6572513823.876784
485,6179000.0,3362.53,6179.0,0.2956396170145977,6142525865.971188
486,6193000.0,3364.05,6193.0,0.2740825616072825,5710115944.435244
487,6207000.0,3365.58,6207.0,0.25252550619996844,5275296981.122332
488,6221000.0,3367.1,6221.0,0.23096845079265432,4838033569.40041
489,6235000.0,3368.62,6235.0,0.20941139538534026,4398339930.797686
490,6249000.0,3370.14,6249.0,0.1878543399780251,3956213312.909301
491,6263000.0,3371.66,6263.0,0.166297284570711,3511650963.330465
492,6277000.0,3373.18,6277.0,0.1447402291633969,3064650129.6563234
493,6291000.0,3374.71,6291.0,0.12318317375608173,2615215808.935478
494,6291000.0,3374.71,6291.0,0.12318317375608173,2615215808.935478
495,6309533.0,3376.72,6309.533,0.09464625176581294,2016488203.5201387
496,6328067.0,3378.73,6328.067,0.06610778998587337,1413439407.12777
497,6346600.0,3380.75,6346.6,0.03757086799560458,806130610.8277713
498,6346600.0,2900.0,6346.6,0.03757086799560458,691497085.3806217
499,6356000.0,2900.0,6356.0,0.023096845079265325,425730287.2390502
500,6356000.0,2600.0,6356.0,0.023096845079265325,381689223.0419071
501,6368000.0,2600.0,6368.0,0.004619369015852629,76481968.9216688
502,6368000.0,1020.0,6368.0,0.004619369015852629,30004464.73080853
503,6371000.0,1020.0,6371.0,0.0,0.0
